-1.9489397,5.8156934,7.266624
-1.7957062,5.97611,7.1756415
-1.3671309,5.8875217,7.190007
-1.9010541,6.095824,7.336058
-1.5586729,6.1748347,7.2714124
-1.0151725,6.2706056,6.9122715
-1.4485363,6.2873654,7.2091613
-1.2929084,6.2275085,6.263423
-0.76616794,7.075082,6.0048413
-0.36632404,7.434223,3.902668
-1.2091088,7.980118,3.632115
-0.74701375,7.8963184,2.5738454
-1.063058,3.8475995,5.3703585
-3.502824,0.40223816,3.1915684
1.2665714,1.664021,6.605804
0.34477556,1.0654523,9.284998
4.087027,1.7262721,-1.9417568
5.8683677,-2.2745612,3.1484714
-2.4062462,-11.980951,32.50707
4.9154463,-12.301784,21.931557
14.499728,-5.7654138,78.40532
-11.9953165,-5.6313343,-42.929348
18.739988,1.7310607,46.46569
-14.612259,-6.708758,-7.580274
6.378348,6.136526,22.60435
-17.487783,1.3743137,-9.514848
8.995291,-2.0231621,3.7111259
0.4932206,-0.6344828,13.776657
0.87151605,0.6296943,10.230737
0.8140534,0.7015225,12.565154
