0.30646718,9.742304,1.9968252
0.14605077,9.708784,1.8723229
-0.24421602,9.569917,1.3910737
0.20351335,9.529214,1.4748733
0.07901107,9.498088,1.4317763
-0.12450229,9.25866,0.68236834
0.105348095,8.921068,0.057462595
-0.28013015,7.762239,-0.9696813
-0.16041641,8.12138,0.8978531
1.3096683,8.755863,2.6648278
0.4070267,7.3240867,3.9074564
0.42618093,7.067899,3.1963568
0.94095,6.5124273,4.817281
0.7877164,6.811712,7.407886
0.2944958,5.4134555,9.869201
0.34716985,5.3535986,7.6449194
0.60335726,4.453351,9.478934
-1.7837347,4.5012364,10.486923
0.2561874,2.8084843,9.239507
-0.38308397,1.4533248,10.190034
-0.96489275,2.925804,13.903554
0.7039168,1.0654523,9.510059
0.57223165,0.600963,10.738322
-0.009577099,0.6368771,9.208381
-0.37590113,0.28252444,8.980925
0.4644893,-0.10055954,10.211582
-0.61293435,0.84039044,9.799767
-0.098165266,0.17717634,8.557138
-0.23463893,-0.06464542,9.653716
-0.038308397,0.17238778,9.859624
