6.0694866,-7.929838,0.21548474
6.237086,-8.181237,-0.33519846
6.203566,-8.559532,-0.30646718
6.2969427,-8.755863,0.43575802
6.6680555,-8.6433325,0.84039044
7.395915,-8.554744,0.5865973
8.107015,-8.856422,-0.21069619
7.1947956,-9.265843,-0.9696813
6.273,-10.079897,-1.9154198
4.7119327,-9.143736,-0.9337672
3.9361877,-7.8532214,-0.45970076
3.78056,-7.170853,-0.25139886
3.9266107,-7.0870533,-0.67757976
4.398283,-7.063111,-0.91700727
5.027977,-6.9721284,-0.92658436
5.3512044,-6.797346,-0.8236305
5.147691,-6.986494,-1.4509305
4.7502413,-7.266624,-1.9178141
4.450957,-7.0104365,-1.7837347
4.563488,-6.648901,-1.1899546
4.6903844,-6.818895,-1.2354459
4.5084195,-7.0152254,-0.7948992
5.0184,-6.7662206,-1.1348863
5.933013,-6.811712,-1.2785428
6.4190507,-6.682421,-0.845179
6.301731,-7.0008597,-0.6656084
5.949773,-7.2211328,-0.50758624
6.2682114,-7.1660647,-1.0127783
6.8955116,-6.8452315,-1.2522057
6.897906,-6.5651016,-1.3288225
