4.9609375,0.9960183,24.412025
0.88109314,1.2522057,8.102226
0.2657645,0.10774237,10.168485
0.18196489,0.27055305,9.593859
0.17717634,0.25139886,9.62259
0.18914771,0.24421602,9.632168
0.17238778,0.26097596,9.644139
0.16281068,0.27055305,9.620196
0.18435916,0.26097596,9.632168
0.18435916,0.25858167,9.646533
0.17238778,0.23224466,9.641745
0.19154198,0.24900457,9.627379
0.18435916,0.2466103,9.61062
0.17957062,0.2681588,9.624985
0.18435916,0.2657645,9.644139
0.17717634,0.2466103,9.627379
0.17717634,0.2681588,9.641745
0.17478207,0.25858167,9.632168
0.17957062,0.2657645,9.632168
0.18914771,0.25139886,9.636956
0.18435916,0.24900457,9.641745
0.18435916,0.2466103,9.63935
0.17717634,0.22745611,9.651321
0.18196489,0.24900457,9.63935
0.17957062,0.25139886,9.624985
0.17238778,0.22985038,9.63935
0.18196489,0.2370332,9.6585045
0.17717634,0.24421602,9.648928
0.17238778,0.2657645,9.632168
0.18675344,0.2561874,9.634562
