-0.8930645,3.2466366,10.247497
-1.9992194,3.7183087,9.665688
-1.8483802,4.743058,9.287392
-0.67279124,4.9417834,8.356019
-2.0494993,4.781367,8.075889
-1.4078336,5.956956,6.8907228
-1.525153,6.2682114,6.7279124
-0.38308397,5.4254265,7.0966306
-0.9337672,7.067899,5.0567083
-0.409421,8.157294,5.262616
-1.4796618,8.655303,4.4318027
-0.7829279,8.801354,2.5666625
0.04070267,9.431048,2.22907
-0.6608198,9.809344,1.2522057
-0.36392978,8.521224,0.77574503
-0.27055305,9.751882,1.1827718
-0.46927786,9.115005,0.7685622
-0.9217958,9.4932995,0.44772938
-0.68236834,9.601042,1.0989721
-1.5275474,9.833286,0.5770202
-1.063058,9.538791,-0.2849187
-1.1181264,9.648928,0.7110996
-1.3312168,9.354432,0.14605077
-0.8140534,10.032011,0.35914123
-1.1253091,9.70639,0.16759923
-0.9217958,9.73991,-0.40223816
-1.3431882,9.557945,-0.28013015
-1.3455825,9.8787775,0.36871833
-1.1708003,9.390346,-0.25858167
-1.0654523,10.0200405,0.45970076
