1.0654523,1.8747171,10.108628
0.91461295,2.700742,10.331296
1.1277034,2.7294734,9.37598
0.7302538,3.7183087,9.584282
0.56265455,3.9840732,9.093455
0.7110996,4.400677,9.143736
1.1803775,4.948966,8.099832
0.6464542,4.7885494,7.5060515
0.9481328,6.0096297,7.312115
1.7119064,6.797346,5.9282246
1.1157321,6.1317377,5.0854397
0.679974,7.5467544,5.219519
1.1253091,7.802942,3.8140798
0.09337672,7.6473136,3.5770466
1.4916332,9.536397,2.918621
1.1181264,7.9609637,1.3192455
0.409421,9.208381,2.0542877
1.1396748,9.198804,-0.6703969
0.6608198,8.676852,0.31604427
1.0510867,10.5395975,-0.34956414
0.8284191,8.454185,-2.2985039
0.39266106,9.682447,-0.5411061
0.043096945,9.70639,-1.8914771
-0.105348095,8.93304,-1.1636176
0.3232271,10.465375,-0.6368771
-0.16759923,9.397529,-1.6807809
0.28252444,9.747093,-0.18914771
0.9984126,9.787795,-1.2953026
0.25858167,9.462174,-0.72785956
0.6273,9.964972,-0.54828894
